# id	name	additionalname	description	popup	supercnt0	set_ids_cnt	set_ids_text	set_bonus_desc	supercnt1	set_extra_ids_cnt	set_extra_ids_text	set_extra_desc	UNK1_1	UNK1_2	UNK1_3	UNK1_4	UNK1_5	UNK1_6	UNK1_7	UNK1_8	UNK1_9	special_enchant_amount	special_enchant_desc	UNK2	
20712	Super Strong Giant's Mask (Event)	Blessing of Skooldy : Protection of Darkness - 2 Hour Limited Period	For events. Super Strong Giant's Mask. Equip to use card skill needed to play Jack Game. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20713	Mask of Silent Scream (Event)	Blessing of Skooldy : Protection of Darkness - 2 Hour Limited Period	For events. Mask of Silent Scream. Equip to use card skill needed to play Jack Game. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20714	Spirit of Wrath Mask (Event)	Blessing of Skooldy : Protection of Darkness - 2 Hour Limited Period	For events. Spirit of Wrath Mast. Equip to use card skill needed to play Jack Game. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20715	Undecaying Corpse Mask (Event)	Blessing of Skooldy : Protection of Darkness - 2 Hour Limited Period	For events. Undecaying Corpse Mask. Equip to use card skill needed to play Jack Game. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20716	Planet X235 Alien Mask (Event)	Blessing of Skooldy : Protection of Darkness - 2 Hour Limited Period	For events. Planet X235 Alien Mask. Equip to use card skill needed to play Jack Game. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20718	Shiny Super Strong Giant's Mask (Event)	Blessing of Halloween - 4 hours Limited Period	For events. Brightly shining Super Strong Giant's Mask. Equip to use card skill needed to play Jack Game. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 2 hour.	-1	0	0			0	0												0		1
20719	Shiny Mask of Silent Scream (Event)	Blessing of Halloween - 4 hours Limited Period	For events. Brightly shining Mask of Silent Scream. Equip to use card skill needed to play Jack Game. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 2 hour.	-1	0	0			0	0												0		1
20720	Shiny Spirit of Wrath Mask (Event)	Blessing of Halloween - 4 hours Limited Period	For events. Brightly shining Spirit of Wrath Mask. Equip to use card skill needed to play Jack Game. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 2 hour.	-1	0	0			0	0												0		1
20721	Shiny Undecaying Corpse Mask (Event)	Blessing of Halloween - 4 hours Limited Period	For events. Brightly shining Undecaying Corpse Mask. Equip to use card skill needed to play Jack Game. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 2 hour.	-1	0	0			0	0												0		1
20722	Shiny Planet X235 Alien Mask (Event)	Blessing of Halloween - 4 hours Limited Period	For events. Brightly Shining Planet X235 Alien Mask. Equip to use card skill needed to play Jack Game. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 2 hour.	-1	0	0			0	0												0		1
20723	Golden Jack O'Lantern Mask. 		Jack O'Lantern Mask made with gold. It glows gorgeously. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20724	Golden Jack O'Lantern Mask.	Authority of Golden Jack O'Lantern - 7 Days Limited Period	Jack O'Lantern Mask made with gold. It glows gorgeously. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20725	Red Flame of Valakas		Valakas's Helm of red color as if it is burning. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20726	Agathion Seal Bracelet - Zombie		Bracelet that summons the Zombie Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20727	Agathion Seal Bracelet - Zombie	Escape from Death - 7 day limited period	Bracelet that summons the Zombie Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 12 hour.	-1	0	0			0	0												0		1
20732	Agathion Seal Bracelet - Baekyi Hwamae		Bracelet that summons the Baekyi Hwamae Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20733	Agathion Seal Bracelet - Kwanwoo Hwamae		Bracelet that summons the Kwanwoo Hwamae Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20743	Shiny Super Strong Giant's Mask. 	Blessing of Halloween - 7 day limited period	Brightly shining Super Strong Giant's Mask. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20744	Shiny Mask of Silent Scream. 	Blessing of Halloween - 7 day limited period	Brightly shining Mask of Silent Scream. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20745	Shiny Spirit of Wrath Mast. 	Blessing of Halloween - 7 day limited period	Brightly shining Spirit of Wrath Mask. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20746	Shiny Undecaying Corpse Mask. 	Blessing of Halloween - 7 day limited period	Brightly shining Undecaying Corpse Mask. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20747	Shiny Planet X235 Alien Mask. 	Blessing of Halloween - 7 day limited period	Brightly Shining Planet X235 Alien Mask. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20759	Christmas Shirt	24 hours limited period	T-shirt filled with Christmas fortune. When enchanted, it gains a powerful function. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20774	GG	Aura of Fury - 7 day limited period	Bracelet that summons the Guangong Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 5 minutes.	-1	0	0			0	0												0		1
20775	Agathion Seal Bracelet - Gwanseum Nyang Nyang	Blessing of Mercy - 7 day limited period	Bracelet that summons the Gwanseum Nyang Nyang Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Depending on the requirements, the Blessing of Mercy that fills HP casts automatically.	-1	0	0			0	0												0		1
20776	Agathion Seal Bracelet - Blue Opera	Sword of Recovery - 7 day limited period	Bracelet that summons the Blue Opera Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Depending on the requirements, the Sword of Recovery that fills HP casts automatically.	-1	0	0			0	0												0		1
20777	Agathion Seal Bracelet - Blue Opera	Sword of Lightning - 7 day limited period	Bracelet that summons the Blue Opera Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Depending on the requirements, the Sword of Lightning that inflicts damage on the enemy casts automatically.	-1	0	0			0	0												0		1
20778	Agathion Seal Bracelet - Red Opera	Spear of Flames - 7 day limited period	Bracelet that summons the Red Opera Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Depending on the requirements, the Spear of Flames that inflicts damage on the enemy casts automatically.	-1	0	0			0	0												0		1
20779	Agathion Seal Bracelet - Opera		Bracelet that summons the Opera Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20780	Agathion Seal Bracelet - Opera	Sword of Life - 30 day limited period	Bracelet that summons the Opera Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. 	-1	0	0			0	0												0		1
20781	Agathion Seal Bracelet - Miss Chipao	Miss Chipao's Blessing - 7 day limited period	Bracelet that summons Miss Chipao Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 4 hours.	-1	0	0			0	0												0		1
20782	Agathion Seal Bracelet - Nepal Snow		Bracelet that summons the Nepal Snow Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20783	Agathion Seal Bracelet - Round Ball Snow		Bracelet that summons the Round Ball Snow Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20784	Agathion Seal Bracelet - Ladder Snow		Bracelet that summons the Ladder Snow Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20785	Agathion Seal Bracelet - Nepal Snow	Snow's Haste - 7 day limited period	Bracelet that summons the Nepal Snow Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20786	Agathion Seal Bracelet - Round Ball Snow	Snow's Acumen - 7 day limited period	Bracelet that summons the Round Ball Snow Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20787	Agathion Seal Bracelet - Ladder Snow	Snow's Wind Walk - 7 day limited period	Bracelet that summons the Ladder Snow Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20789	Rocket Gun Hat	Continuous Fireworks	A hat shaped like a rocket gun. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 5 minutes.	-1	0	0			0	0												0		1
20790	Yellow Paper Hat	Blessed Body - 7 day limited period	Brilliant hat made of yellow paper. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20791	Pink Paper Mask Set	Blessed Soul - 7 day limited period	Brilliant mask and hat made of pink paper. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20792	Flavorful Cheese Hat		Hat made of delicious-looking cheese. If you look carefully, you can find a hidden golden mouse. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20793	Sweet Cheese Hat		Hat made of delicious-looking cheese. If you look carefully, you can find a hidden pink mouse. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20794	Flavorful Cheese Hat	Scent of Flavorful Cheese - 7 day limited period	Hat made of delicious-looking cheese. If you look carefully, you can find a hidden golden mouse. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20795	Sweet Cheese Hat	Scent of Sweet Cheese - 7 day limited period	Hat made of delicious-looking cheese. If you look carefully, you can find a hidden pink mouse. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20818	Soul Avatar Seal Bracelet - Iken		Bracelet that summons the image of Iken as an Soul Avatar through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. 	-1	0	0			0	0												0		1
20819	Agathion Seal Bracelet - Iken	Prominent Outsider Adventurer's Ability - 7 day limited period	Bracelet that summons the image of Iken as an Agathion through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. 	-1	0	0			0	0												0		1
20820	Soul Avatar Seal Bracelet - Lana		Bracelet that summons the image of Lana as an Soul Avatar through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20821	Agathion Seal Bracelet - Lana	Prominent Outsider Adventurer's Ability - 7 day limited period	Bracelet that summons the image of Lana as an Agathion through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20822	Soul Avatar Seal Bracelet - Gnosian		Bracelet that summons the image of Gnosian as an Soul Avatar through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20823	Agathion Seal Bracelet - Gnocian	Prominent Outsider Adventurer's Ability - 7 day limited period	Bracelet that summons the image of Gnocian as an Agathion through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20824	Soul Avatar Seal Bracelet - Orodriel		Bracelet that summons the image of Orodriel as an Soul Avatar through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20825	Agathion Seal Bracelet - Orodriel	Prominent Outsider Adventurer's Ability - 7 day limited period	Bracelet that summons the image of Orodriel as an Agathion through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20826	Soul Avatar Seal Bracelet - Lakinos		Bracelet that summons the image of Lakinos as an Soul Avatar through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20827	Agathion Seal Bracelet - Lakinos	Prominent Outsider Adventurer's Ability - 7 day limited period	Bracelet that summons the image of Lakinos as an Agathion through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20828	Soul Avatar Seal Bracelet - Mortia		Bracelet that summons the image of Mortia as an Soul Avatar through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20829	Agathion Seal Bracelet - Mortia	Prominent Outsider Adventurer's Ability - 7 day limited period	Bracelet that summons the image of Mortia as an Agathion through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20830	Soul Avatar Seal Bracelet - Heintz		Bracelet that summons the image of Heintz as an Soul Avatar through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20831	Agathion Seal Bracelet - Hayance	Prominent Outsider Adventurer's Ability - 7 day limited period	Bracelet that summons the image of Hayance as an Agathion through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20832	Soul Avatar Seal Bracelet - Meruril		Bracelet that summons the image of Meruril as an Soul Avatar through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20833	Agathion Seal Bracelet - Meruril	Prominent Outsider Adventurer's Ability - 7 day limited period	Bracelet that summons the image of Meruril as an Agathion through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20834	Soul Avatar Seal Bracelet - Taman Zu Rapatui		Bracelet that summons the image of Taman Zu Rapatui as an Soul Avatar through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20835	Agathion Seal Bracelet - Taman ze Lapatui	Prominent Outsider Adventurer's Ability - 7 day limited period	Bracelet that summons the image of Taman ze Lapatui as an Agathion through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20836	Soul Avatar Seal Bracelet - Kaurin		Bracelet that summons the image of Kaurin as an Soul Avatar through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20837	Agathion Seal Bracelet - Kaurin	Prominent Outsider Adventurer's Ability - 7 day limited period	Bracelet that summons the image of Kaurin as an Agathion through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20838	Soul Avatar Seal Bracelet - Ahertbein		Bracelet that summons the image of Ahertbein as an Soul Avatar through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20839	Agathion Seal Bracelet - Ahertbein	Prominent Outsider Adventurer's Ability - 7 day limited period	Bracelet that summons the image of Ahertbein as an Agathion through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20840	Soul Avatar Seal Bracelet - Naonin		Bracelet that summons the image of Naonin as an Soul Avatar through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20841	Agathion Seal Bracelet - Naonin	Prominent Outsider Adventurer's Ability - 7 day limited period	Bracelet that summons the image of Naonin as an Agathion through the red Dimensional Door. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20897	Purple Paper Mask	Blessed Soul - 7 day limited period	Brilliant mask made of purple paper. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20900	Santa Hat	14 day limited period	The Santa Hat made for celebrating Christmas. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20922	Adventurer Hat		Adventurer Hat. Uses 2 hair accessory slots.	-1	0	0			0	0												0		1
20929	Royal Crown of Vesper		Crown with Versper's grace. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20930	Royal Circlet of Vesper		Circlet with Versper's grace. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20931	Noblesse Oblige		Unique hair accessory with Noble Vesper's grace. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20932	Royal Crown of Vesper	30 day limited period	Crown with Versper's grace. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20933	Royal Circlet of Vesper	30 day limited period	Circlet with Versper's grace. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20934	Noblesse Oblige	30 day limited period	Unique hair accessory with Noble Vesper's grace. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20935	Royal Crown of Vesper		Crown with Versper's grace. Uses 2 hair accessory slots.	-1	0	0			0	0												0		1
20936	Royal Circlet of Vesper		Circlet with Versper's grace. Uses 2 hair accessory slots.	-1	0	0			0	0												0		1
20937	Noblesse Oblige		Unique hair accessory with Noble Vesper's grace. Uses 2 hair accessory slots.	-1	0	0			0	0												0		1
20938	Jet Bike Mounting Bracelet	7 day limited period	This item allows you to ride Jet Bike which is the core of Dwarven technology Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20939	Jet Bike Mounting Bracelet	30 day limited period	This item allows you to ride Jet Bike which is the core of Dwarven technology Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20940	Phoenix Agthion Seal Bracelet	Nirvana Rebirth - 7 day limited period	Bracelet that summons Phoenix Agathion. When Nirvana Rebirth is used, all HP, MP, CP are recovered, and becomes invincible for 5 seconds with the power of Phoenix. Possible to use under HP 30% only. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 12 hours.	-1	0	0			0	0												0		1
20941	Phoenix Agthion Seal Bracelet	Oriental Phoenix - 7 day limited period	Bracelet that summons Phoenix Agathion. When Oriental Phoenix is used, all Debuff is canceled with the power of Phoenix. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 4 hours.	-1	0	0			0	0												0		1
20942	Fox Mask		Fox Mask This mask automatically covers your face during battle. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20943	Fox Mask	Silent Move - 7 day limited period	Fox Mask This mask automatically covers your face during battle. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 4 hours.	-1	0	0			0	0												0		1
20944	Paiwan Hat		Traditional Paiwan Hat. Cannot be exchanged, dropped, or sold. Uses 2 hair accessory slots. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20945	Paiwan Hat	Power of Guardian Deity - 7 day limited period	Traditional Paiwan Hat. When the Power of Guardian Deity, Critical attack power is increased by 35% for 10 minutes. Cannot be exchanged, dropped, or sold. Uses 2 hair accessory slots. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20956	Agathion Seal Bracelet - Frozen Corpse	Soul Stealth - 7 day limited period	Bracelet that summons Zombie Agathion. Invisible effect for 5 seconds after resurrection, and will not receive preemptive attack from the monsters for 2 minutes. Moving speed is decreased by 50% while the skill effect is operative. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 12 hours.	-1	0	0			0	0												0		1
20968	Agathion Seal Bracelet - Guangong		Bracelet that summons the Guangong Agathion. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20970	Agathion Seal Bracelet - Three-headed Dragon	Wind Walk	Bracelet that summons a cute three-headed dragon. Cannot be exchanged, dropped, or sold. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20973	Opera Mask - Liu Bei	Buff of Virtue, Age of the Three Kingdoms	Mask worn by the actor playing the Liu Bei role in the opera. Can use the Buff of Virtue and the Age of the Three Kingdoms. Cannot be exchanged, dropped, or sold. Uses 2 hair accessory slots. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20974	Opera Mask - Guan Yu	Silence of Fidelity, Age of the Three Kingdoms	Mask worn by the actor playing the Guan Yu role in the opera. Can use the Silence of Fidelity and the Age of the Three Kingdoms. Cannot be exchanged, dropped, or sold. Uses 2 hair accessory slots. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20975	Opera Mask - Zhang Fei	Vitality of Courage, Age of the Three Kingdoms	Mask worn by the actor playing the Zhang Fei role in the opera. Can use the Vitality of Courage and the Age of the Three Kingdoms. Cannot be exchanged, dropped, or sold. Uses 2 hair accessory slots. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20981	Dragon Boat		Hat shaped like a dragon boat. Cannot be exchanged, dropped, or sold. Uses 2 hair accessory slots. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
20982	Dragon Boat	Haste - 7 day limited period	Hat shaped like a dragon boat. Cannot be exchanged, dropped, or sold. Uses 2 hair accessory slots. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20983	Agathion Seal Bracelet - Ball Trapping Gnosian	Soccer Ball of Cheers, Buff of Cheers	Bracelet that summons a ball-trapping Gnosian. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20984	Agathion Seal Bracelet - Ball Trapping Orodriel	Soccer Ball of Cheers, Buff of Cheers	Bracelet that summons a ball-trapping Orodriel. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20985	Agathion Seal Bracelet - Penalty Kick	Soccer Ball of Cheers, Buff of Cheers	Bracelet that summons Gnosian and Orodriel who are practicing penalty kicks. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20986	Agathion Seal Bracelet - Ball Trapping Gnosian	Soccer Ball of Cheers, Buff of Cheers	Bracelet that summons a ball-trapping Gnosian. Wearing a blue uniform. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20987	Agathion Seal Bracelet - Ball Trapping Orodriel	Soccer Ball of Cheers, Buff of Cheers	Bracelet that summons a ball-trapping Orodriel. Wearing a blue uniform. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20988	Agathion Seal Bracelet - Penalty Kick	Soccer Ball of Cheers, Buff of Cheers	Bracelet that summons Gnosian and Orodriel who are practicing penalty kicks. All are wearing blue uniforms. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20989	Agathion Seal Bracelet - Ball Trapping Gnosian	Soccer Ball of Cheers, Buff of Cheers	Bracelet that summons a ball-trapping Gnosian. Wearing a red uniform. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20990	Agathion Seal Bracelet - Ball Trapping Orodriel	Soccer Ball of Cheers, Buff of Cheers	Bracelet that summons a ball-trapping Orodriel. Wearing a red uniform. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
20991	Agathion Seal Bracelet - Penalty Kick	Soccer Ball of Cheers, Buff of Cheers	Bracelet that summons Gnosian and Orodriel who are practicing penalty kicks. All are wearing red uniforms. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
21009	Soccer Ball Afro Hair - White		A white soccer ball has been dyed into afro hair. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
21010	Soccer Ball Afro Hair - Blue		A blue soccer ball has been dyed into afro hair. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
21011	Soccer Ball Afro Hair - Red	Blessing of Victory	A red soccer ball has been dyed into afro hair. When equipped, you can receive the blessing of victory effect that raises moving speed by 2%. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
21012	Mark of Victory - Korea		Mark that wishes for victory by the Korean team. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
21013	Mark of Victory - Japan		Mark that wishes for victory by the Japanese team. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
21014	Mark of Cheers		Mark containing a cheering heart. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
21042	Flag Hat	7-day limited period	Hat displaying the flag of Taiwan. Looks good for cheering. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 12 hour.	-1	0	0			0	0												0		1
21043	Flag Hat		Hat displaying the flag of Taiwan. Looks good for cheering. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
21044	Granny Tiger Hat		Hat worn by a granny tiger. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
21045	Mischievous Bee Hat		Hat shaped like a cute bee. Uses 2 hair accessory slots. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
21046	Agathion Seal Bracelet - Granny Tiger 	7 day limited period	Bracelet that summons a granny tiger. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
21047	Agathion Seal Bracelet - Granny Tiger 		Bracelet that summons a granny tiger. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
21048	Agathion Seal Bracelet - Flower Fairy Spirit		Bracelet that summons a flower fairy spirit. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 1 hour.	-1	0	0			0	0												0		1
21049	Agathion Seal Bracelet - Cheerleader Orodriel	7 day limited period	Bracelet that summons a cheerleader Orodriel. Cannot be exchanged, dropped, or sold. Can be stored in a private warehouse. Special skill reuse delay is 2 hour.	-1	0	0			0	0												0		1
